USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
2250,4,3,1,0.008,-0.32,-0.436,0.107,-0.067,1
2251,62,27,14,23.515,-0.059,-0.025,-0.031,-0.045,1
2252,5,5,1,0.027,-0.32,0.073,0.007,-0.067,1
2253,52,19,6,9.249,-0.087,0.005,-0.028,-0.009,0
2254,135,62,8,26.445,-0.16,0.167,-0.027,-0.035,0
2255,9,6,1,0.006,-0.32,-0.436,0.107,-0.067,1
2256,11,6,3,6.97,-0.32,0.027,0.016,-0.067,1
2257,66,40,6,22.434,-0.034,0.374,-0.091,-0.037,0
2258,54,21,6,25.235,0.404,-0.436,0.051,0.156,0
2259,7,1,1,0.031,-0.32,-0.436,0.322,0.076,1
2260,49,22,4,5.215,-0.155,-0.436,0.158,0.023,0
2261,11,9,2,2.512,-0.32,0.258,-0.03,-0.067,1
2262,16,11,3,3.539,-0.32,0.2,0.013,-0.03,1
2263,33,15,7,16.148,-0.116,-0.359,0.107,0.018,1
2264,4,4,1,0.026,-0.32,-0.436,0.608,0.234,1
2265,118,51,4,22.486,0.457,0.082,-0.122,-0.009,0
2266,4,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
2267,40,19,5,6.988,-0.05,-0.436,0.032,-0.062,1
2268,83,31,7,14.539,-0.076,0.116,-0.02,0.01,0
2269,104,37,12,25.495,-0.1,-0.216,0.015,-0.05,0
2270,38,23,3,14.439,0.141,0.167,-0.091,0.028,1
2271,12,7,2,21.309,0.129,-0.436,0.023,0.066,1
2272,23,12,3,13.117,0.325,-0.436,-0.046,-0.032,0
2273,8,3,1,0.004,1.028,-0.436,-0.269,-0.067,1
2274,10,6,2,7.219,-0.32,0.073,0.007,-0.067,1
2275,256,82,13,26.408,0.08,0.101,-0.024,-0.026,0
2276,19,9,4,2.112,0.248,-0.436,0.16,0.123,1
2277,80,28,13,21.456,-0.101,0.137,-0.018,-0.035,1
2278,35,13,5,6.464,-0.012,-0.218,0.05,-0.021,1
2279,44,17,4,21.064,0.906,-0.436,-0.053,0.188,0
2280,22,7,2,0.101,-0.32,0.605,-0.098,-0.067,1
2281,5,3,2,0.081,-0.32,0.073,0.007,-0.067,1
2282,106,46,6,24.431,-0.015,0.38,-0.106,-0.029,0
2283,75,32,5,20.268,0.273,-0.3,0.027,0.026,0
2284,17,6,2,0.265,0.314,-0.436,-0.041,0.015,1
2285,60,24,5,13.241,-0.23,0.243,-0.044,-0.057,1
2286,24,11,2,21.424,-0.32,-0.118,0.107,-0.0,1
2287,5,4,1,0.006,-0.32,0.073,0.007,-0.067,1
2288,21,17,2,18.877,-0.063,0.17,0.011,0.066,1
2289,24,14,4,21.425,-0.039,-0.33,0.128,-0.017,0
2290,8,5,2,0.905,-0.32,-0.118,0.107,0.083,0
2291,22,8,3,23.874,-0.32,0.027,0.061,0.015,0
2292,109,44,12,25.06,-0.11,0.148,-0.059,-0.056,1
2293,13,12,2,0.066,-0.32,0.347,-0.047,-0.067,1
2294,63,28,7,14.135,-0.127,-0.436,0.115,0.076,0
2295,21,12,2,0.068,0.065,-0.315,0.107,-0.039,1
2296,52,23,5,6.002,-0.139,0.151,-0.038,-0.029,1
2297,105,44,8,19.397,0.065,-0.363,0.026,0.015,0
2298,63,20,3,23.922,0.408,-0.436,0.131,0.073,1
2299,21,12,4,10.365,-0.32,0.291,-0.036,-0.067,1
2300,30,13,4,18.346,0.129,-0.181,-0.01,-0.041,0
2301,13,7,2,12.435,0.406,-0.436,-0.086,0.056,1
2302,117,61,6,21.016,-0.159,0.021,0.008,-0.026,0
2303,192,54,10,22.104,0.284,-0.383,-0.0,-0.0,0
2304,40,18,3,6.497,-0.05,0.137,-0.081,-0.062,1
2305,5,5,1,0.013,-0.32,0.073,0.107,0.976,1
2306,164,58,10,26.432,-0.131,0.03,0.015,-0.006,0
2307,42,25,6,10.994,-0.224,0.17,-0.024,-0.024,1
2308,42,20,4,22.373,0.129,-0.072,-0.084,0.023,1
2309,115,43,8,26.562,0.125,0.14,-0.081,-0.024,0
2310,5,5,1,0.02,-0.32,0.073,0.007,-0.067,1
2311,41,17,3,11.274,-0.188,0.495,-0.052,0.021,0
2312,4,3,1,0.001,-0.32,-0.436,0.232,0.334,1
2313,123,69,12,25.029,0.009,0.247,-0.081,0.088,0
2314,79,29,4,13.917,0.004,-0.017,0.031,0.006,0
2315,104,62,8,24.373,0.095,0.176,-0.096,-0.04,0
2316,13,7,3,1.348,-0.32,-0.436,0.299,0.025,1
2317,70,31,8,17.889,-0.147,0.255,-0.072,-0.056,1
2318,19,6,2,0.016,-0.32,0.368,-0.025,-0.057,1
2319,213,61,10,20.366,0.155,-0.304,0.027,0.015,0
2320,23,10,2,14.397,-0.027,-0.436,0.02,-0.067,1
2321,18,15,2,0.052,-0.095,0.271,-0.088,-0.045,1
2322,46,18,4,19.953,-0.144,-0.38,0.183,-0.015,0
2323,21,12,3,3.275,0.001,-0.072,0.035,0.038,1
2324,30,22,4,15.455,-0.275,0.412,-0.06,-0.061,1
2325,42,29,4,21.27,0.065,-0.375,-0.036,-0.067,1
2326,27,15,1,0.028,0.03,0.318,-0.116,-0.06,1
2327,17,7,2,13.046,-0.32,-0.286,0.077,-0.067,1
2328,15,12,2,16.135,-0.14,-0.436,0.073,-0.067,0
2329,18,8,3,5.246,-0.32,-0.012,0.218,-0.056,1
2330,9,5,2,2.749,-0.32,-0.436,0.274,0.289,1
2331,73,56,9,24.309,-0.283,0.471,-0.072,-0.054,0
2332,42,22,3,18.255,-0.256,0.473,-0.072,-0.063,0
2333,4,4,1,0.006,-0.32,0.2,0.107,-0.067,1
2334,110,45,9,25.392,0.109,-0.181,-0.021,-0.027,0
2335,44,24,7,18.267,-0.197,-0.32,0.061,0.006,1
2336,11,5,3,13.133,-0.32,-0.204,0.107,-0.031,0
2337,41,22,4,22.807,0.206,-0.063,-0.052,0.031,0
2338,37,25,7,18.906,-0.101,0.114,-0.056,-0.067,1
2339,5,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
2340,115,63,5,22.309,0.29,0.184,-0.142,-0.01,1
2341,92,35,8,25.302,0.178,-0.242,-0.013,-0.004,0
2342,49,25,3,24.312,0.368,-0.384,0.035,0.023,0
2343,274,75,7,20.386,-0.0,0.474,0.024,0.024,0
2344,17,9,1,0.116,-0.32,0.163,0.048,-0.02,1
2345,24,11,6,13.333,-0.151,-0.012,-0.018,-0.025,1
2346,62,30,6,21.805,-0.255,0.303,-0.063,-0.067,0
2347,28,14,3,23.262,-0.32,-0.163,0.053,-0.067,1
2348,37,21,5,25.443,0.336,-0.367,-0.056,0.079,0
2349,46,30,3,23.929,0.09,-0.27,-0.013,-0.006,0
2350,81,26,6,12.057,-0.104,-0.027,0.026,-0.0,0
2351,11,11,1,0.163,-0.32,0.49,-0.075,-0.067,1
2352,260,76,14,26.097,-0.092,0.151,-0.059,-0.052,0
2353,34,28,2,7.193,-0.161,0.313,-0.085,-0.032,0
2354,34,19,3,18.034,-0.161,0.163,0.077,0.086,0
2355,64,33,5,14.191,-0.067,0.28,-0.081,-0.042,1
2356,18,10,3,10.904,0.279,-0.294,-0.088,-0.045,1
2357,43,15,4,21.94,-0.257,-0.081,0.177,0.026,1
2358,405,80,17,26.259,-0.277,0.167,-0.012,-0.047,0
2359,73,44,3,13.938,0.031,0.087,-0.065,-0.059,1
2360,9,7,1,0.025,-0.32,-0.153,0.051,-0.067,1
2361,84,17,2,1.882,-0.16,-0.042,0.011,-0.051,1
2362,23,14,4,18.949,0.325,-0.436,-0.046,0.02,0
2363,46,23,3,6.061,-0.261,0.007,0.161,0.037,1
2364,110,35,10,22.851,-0.197,-0.389,0.184,-0.025,0
2365,143,57,8,23.324,0.057,-0.098,-0.044,-0.034,0
2366,115,43,10,18.251,-0.05,-0.06,-0.011,-0.036,0
2367,36,16,3,25.254,0.129,-0.012,-0.018,0.061,0
2368,135,78,5,26.285,-0.02,0.262,-0.064,-0.044,1
2369,12,9,1,0.014,-0.32,0.624,-0.06,-0.067,1
2370,183,45,8,18.233,-0.224,0.44,0.0,-0.022,0
2371,11,8,1,0.024,-0.32,0.258,0.016,0.042,1
2372,27,20,2,8.992,-0.07,-0.341,-0.005,-0.067,0
2373,206,64,8,24.058,-0.104,-0.016,0.009,-0.022,0
2374,5,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
2375,25,16,2,8.278,0.057,-0.436,0.107,-0.043,0
2376,61,26,6,25.242,-0.033,-0.185,-0.008,-0.044,0
2377,127,37,5,19.959,0.402,-0.436,0.067,0.031,0
2378,47,21,4,21.358,0.196,-0.436,0.011,0.005,0
2379,8,7,1,0.001,-0.32,0.2,-0.018,-0.067,1
2380,9,7,1,0.027,-0.32,0.13,-0.005,-0.067,1
2381,7,5,1,0.018,-0.32,0.291,-0.036,-0.067,1
2382,7,6,2,7.007,-0.32,-0.072,0.035,-0.067,1
2383,176,71,10,20.19,-0.006,0.258,-0.053,-0.038,0
2384,5,5,2,3.296,-0.32,0.073,0.007,-0.067,1
2385,67,40,5,11.975,-0.28,0.324,-0.058,-0.067,0
2386,5,3,1,0.025,-0.32,-0.436,0.107,-0.067,1
2387,253,66,9,19.954,0.01,0.148,0.19,-0.005,0
2388,9,7,1,0.008,-0.32,-0.153,0.051,-0.067,1
2389,16,8,2,7.294,-0.32,0.518,-0.081,-0.067,0
2390,51,20,4,4.882,-0.161,0.013,0.087,0.232,1
2391,105,49,7,22.273,0.656,-0.145,-0.098,0.011,0
2392,112,32,8,19.924,-0.188,0.246,-0.005,-0.035,1
2393,61,39,2,19.855,0.012,0.315,-0.099,-0.041,1
2394,78,34,8,26.244,-0.009,-0.305,-0.009,-0.067,0
2395,82,27,9,19.046,-0.32,-0.094,0.107,-0.06,0
2396,92,53,13,25.908,0.076,-0.408,0.036,0.04,0
2397,14,13,1,0.078,-0.224,0.473,-0.108,-0.067,1
2398,21,13,1,0.048,0.001,0.412,-0.156,-0.067,1
2399,30,11,3,5.924,0.174,-0.266,0.007,0.013,0
2400,90,46,7,19.92,0.609,-0.436,-0.055,0.113,0
2401,125,67,7,21.32,0.036,0.114,-0.074,-0.034,0
2402,14,7,1,0.188,-0.32,0.11,0.071,-0.024,1
2403,104,39,5,19.803,0.017,-0.02,-0.018,-0.04,1
2404,82,51,6,21.155,0.058,0.154,-0.052,-0.058,1
2405,7,7,1,0.001,-0.32,-0.436,0.25,-0.039,1
2406,14,11,1,0.043,-0.32,0.291,0.143,-0.039,1
2407,77,21,7,25.126,0.118,-0.237,-0.036,-0.031,0
2408,80,49,2,15.713,0.775,0.041,-0.087,0.083,0
2409,32,14,4,4.204,-0.32,0.28,0.013,-0.061,1
2410,101,46,7,25.909,0.241,-0.436,0.032,0.094,1
2411,9,5,2,13.933,-0.32,-0.436,0.107,-0.067,1
2412,40,26,3,8.181,-0.185,0.328,-0.031,0.098,1
2413,7,6,1,0.014,-0.32,-0.072,0.107,-0.01,1
2414,79,29,9,14.074,-0.132,-0.307,0.094,-0.014,0
2415,43,23,5,22.026,-0.132,-0.021,0.13,-0.063,1
2416,49,25,5,19.937,0.038,-0.384,0.025,0.019,0
2417,15,10,2,1.172,-0.32,0.073,0.04,-0.027,1
2418,6,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
2419,7,6,1,0.006,-0.32,0.291,-0.036,-0.067,1
2420,65,38,4,26.284,-0.237,0.23,-0.055,-0.067,0
2421,96,32,5,25.091,-0.32,0.147,0.075,0.066,0
2422,5,4,1,0.005,-0.32,-0.436,0.107,-0.067,0
2423,37,17,1,0.119,-0.065,0.183,-0.096,-0.067,1
2424,6,4,1,0.002,-0.32,-0.436,0.19,-0.034,1
2425,44,35,3,24.211,-0.136,0.432,-0.121,-0.067,0
2426,123,53,12,23.253,-0.134,0.185,-0.019,-0.046,0
2427,16,8,3,7.958,-0.32,-0.436,0.169,-0.017,1
2428,49,18,5,24.697,-0.182,-0.176,0.035,-0.051,1
2429,7,6,2,9.094,-0.32,-0.072,0.322,0.563,1
2430,31,14,1,0.151,-0.016,0.467,-0.152,-0.067,1
2431,165,52,13,25.256,0.023,0.135,-0.081,-0.026,0
2432,11,9,1,0.081,-0.32,-0.436,0.198,0.498,1
2433,177,64,12,25.665,0.289,-0.306,0.059,0.816,0
2434,179,68,13,24.972,0.192,0.019,-0.064,-0.01,0
2435,11,7,2,15.089,0.415,-0.436,-0.121,-0.067,1
2436,47,22,3,12.993,-0.177,-0.057,0.064,0.01,0
2437,202,68,13,19.171,0.02,0.056,0.032,-0.035,0
2438,15,6,2,14.039,-0.32,-0.096,0.04,-0.067,1
2439,4,4,1,0.001,-0.32,0.2,-0.018,-0.067,0
2440,92,45,6,16.899,0.002,0.145,-0.057,-0.024,0
2441,33,15,1,0.1,0.334,0.027,0.076,0.012,1
2442,55,25,4,9.15,-0.173,0.397,-0.094,-0.067,1
2443,36,18,3,14.14,-0.17,0.2,-0.06,-0.067,1
2444,13,12,1,0.083,0.095,0.151,-0.086,-0.036,1
2445,12,8,1,0.267,-0.32,0.412,0.023,-0.067,1
2446,8,5,3,13.65,-0.32,-0.118,0.169,0.133,1
2447,22,14,1,0.065,-0.197,0.258,-0.053,-0.067,1
2448,28,11,3,5.755,0.113,-0.345,-0.001,-0.031,1
2449,93,48,7,25.104,-0.132,0.276,-0.082,-0.054,0
2450,32,16,4,17.835,0.017,0.121,-0.018,-0.055,1
2451,5,4,1,0.008,-0.32,0.073,0.007,-0.067,1
2452,21,8,2,1.031,-0.32,0.412,-0.036,0.028,1
2453,44,22,4,10.796,-0.197,0.316,-0.041,0.028,1
2454,244,65,6,24.18,0.056,0.263,-0.082,-0.039,0
2455,70,30,5,17.026,-0.089,0.255,-0.072,-0.056,0
2456,15,12,2,14.052,-0.14,-0.266,0.04,-0.067,1
2457,19,16,1,0.031,-0.32,0.234,0.08,0.081,1
2458,6,3,2,15.96,-0.32,-0.436,0.107,-0.067,1
2459,40,32,3,21.072,-0.05,0.328,-0.106,-0.037,0
2460,87,50,3,23.106,0.47,-0.114,-0.129,-0.049,0
2461,121,43,14,25.189,-0.131,-0.31,0.045,-0.061,0
2462,19,5,6,20.275,-0.32,-0.168,0.133,0.155,1
2463,20,10,1,0.034,-0.32,0.073,0.007,-0.067,1
2464,19,11,1,0.036,-0.178,0.1,-0.025,0.155,1
2465,24,14,1,0.058,-0.095,0.306,0.044,-0.017,0
2466,4,3,1,0.111,1.028,-0.436,-0.144,0.083,1
2467,33,18,2,11.075,-0.32,0.181,0.001,-0.061,1
2468,4,3,1,0.001,-0.32,-0.436,0.232,1.037,1
2469,11,5,1,0.029,-0.32,-0.436,0.243,-0.067,1
2470,4,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
2471,114,42,11,24.927,-0.036,-0.056,-0.029,-0.046,0
2472,92,43,8,21.709,-0.1,-0.021,0.025,-0.006,0
2473,145,59,9,26.112,0.507,-0.225,-0.083,-0.04,0
2474,10,8,2,1.082,-0.32,0.073,0.007,-0.067,1
2475,27,15,4,21.177,0.329,-0.436,-0.079,-0.038,1
2476,58,16,4,5.874,-0.088,-0.041,-0.031,-0.053,1
2477,14,7,2,16.145,0.258,-0.436,-0.108,-0.067,0
2478,61,35,8,17.235,-0.209,0.232,-0.025,0.212,0
2479,26,11,3,13.858,0.095,-0.436,0.03,-0.044,0
2480,125,46,8,23.62,0.068,-0.11,0.015,0.04,0
2481,55,31,4,19.939,0.048,0.119,-0.039,-0.027,0
2482,192,74,9,24.08,0.242,0.2,-0.12,-0.043,0
2483,5,2,2,20.142,-0.32,-0.436,0.107,-0.067,1
2484,88,39,7,25.891,-0.136,-0.233,0.05,-0.051,0
2485,28,12,2,11.764,-0.079,-0.436,0.125,0.076,1
2486,44,22,6,21.698,-0.197,0.027,0.027,-0.031,1
2487,10,8,2,4.13,-0.32,0.328,-0.044,-0.067,1
2488,96,36,6,22.055,0.157,-0.409,0.044,-0.028,0
2489,129,42,8,26.177,0.129,-0.081,0.029,0.052,0
2490,23,13,5,11.877,0.032,-0.325,-0.002,-0.05,1
2491,83,23,4,19.103,-0.19,-0.436,0.24,-0.014,1
2492,159,54,8,26.112,-0.083,0.124,-0.016,-0.024,0
2493,44,29,4,10.122,-0.075,0.2,-0.075,-0.035,0
2494,92,42,9,26.041,0.046,-0.187,0.02,0.002,0
2495,65,34,7,21.074,0.219,-0.397,-0.001,-0.024,1
2496,36,16,2,9.068,-0.245,0.2,-0.018,-0.056,1
2497,53,36,12,22.101,-0.142,0.284,-0.073,-0.064,0
2498,97,46,4,21.09,0.111,0.246,-0.12,-0.024,0
2499,115,42,5,22.065,-0.121,0.162,0.068,-0.048,1
2500,113,65,10,21.979,-0.01,0.195,-0.062,-0.042,0
2501,15,10,1,0.029,-0.32,0.412,-0.027,-0.041,1
2502,44,22,4,14.039,-0.014,-0.089,-0.007,-0.035,1
2503,7,4,1,0.002,-0.32,-0.436,0.25,-0.01,1
2504,78,41,8,25.811,-0.147,0.184,-0.022,-0.031,0
2505,93,41,3,13.902,-0.291,0.358,-0.044,-0.057,1
2506,187,35,6,20.133,-0.212,0.503,-0.078,-0.029,0
2507,43,12,10,18.057,-0.006,-0.436,0.06,-0.03,1
2508,6,2,1,0.128,-0.32,-0.436,0.107,-0.067,1
2509,19,9,2,11.61,1.17,-0.436,-0.21,0.302,1
2510,86,49,6,13.108,0.009,0.186,-0.074,-0.046,0
2511,42,23,4,22.041,0.033,0.17,-0.024,0.019,1
2512,10,8,1,0.003,-0.32,-0.436,0.257,-0.047,0
2513,9,7,1,0.12,-0.32,0.13,0.051,-0.067,1
2514,39,10,2,3.957,-0.113,-0.436,0.068,-0.067,1
2515,166,70,5,26.099,-0.044,-0.098,0.055,-0.007,0
2516,26,11,4,20.958,-0.113,-0.044,-0.009,-0.036,1
2517,17,10,4,22.784,-0.32,-0.136,0.077,-0.032,1
2518,108,42,12,26.07,-0.058,-0.365,0.111,-0.038,1
2519,25,12,1,0.083,0.111,-0.436,0.027,-0.051,1
2520,28,12,1,0.075,-0.079,-0.163,0.089,-0.003,1
2521,164,62,17,25.881,-0.049,-0.017,0.024,-0.034,0
2522,72,26,10,25.977,0.129,-0.365,-0.005,-0.056,0
2523,29,11,2,14.749,-0.32,0.003,0.038,-0.047,0
2524,17,12,1,0.093,-0.32,0.163,-0.011,-0.067,1
2525,11,9,1,0.098,-0.32,0.258,-0.03,-0.067,1
2526,18,8,1,0.02,-0.32,-0.012,0.051,-0.034,1
2527,4,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
2528,28,16,1,0.063,-0.127,0.019,-0.036,-0.067,1
2529,166,60,12,25.035,-0.19,0.331,-0.062,-0.025,0
2530,8,7,1,0.009,-0.32,0.2,-0.018,-0.067,1
2531,124,46,8,26.124,0.006,-0.087,0.046,-0.011,0
2532,21,12,3,14.078,-0.127,-0.315,0.035,-0.029,0
2533,142,42,15,26.082,-0.14,-0.221,0.015,-0.064,0
2534,28,20,2,17.621,-0.127,0.291,-0.072,-0.003,1
2536,164,49,5,21.113,0.083,-0.405,0.07,-0.043,0
2537,109,64,7,21.152,0.138,0.125,-0.059,-0.034,0
2538,60,24,4,23.156,-0.208,0.2,-0.018,-0.017,0
2539,75,48,4,20.006,0.075,0.209,-0.1,-0.051,0
2540,11,5,1,0.005,0.415,-0.436,0.152,0.097,1
2541,63,28,5,25.01,-0.149,0.049,0.099,0.111,1
2542,23,15,6,11.819,0.09,-0.436,-0.002,-0.015,0
2543,128,31,9,20.64,-0.12,0.041,-0.038,-0.025,0
2544,9,7,1,0.033,-0.32,0.412,-0.06,-0.067,1
2545,20,15,1,0.082,-0.05,0.455,-0.119,-0.017,1
2546,97,55,7,23.062,0.25,-0.357,-0.038,-0.053,0
2547,13,9,2,7.685,-0.32,0.151,-0.009,-0.067,1
2548,167,67,9,22.116,0.132,-0.07,-0.004,-0.016,0
2549,27,20,4,8.939,-0.02,-0.247,-0.023,-0.03,0
2550,146,67,9,26.095,0.16,-0.383,-0.01,-0.049,0
2551,71,24,4,19.06,-0.263,0.46,0.008,-0.039,1
2552,38,24,3,24.085,-0.001,-0.436,0.028,-0.02,0
2553,60,21,10,25.574,0.219,-0.436,-0.035,-0.044,0
2554,23,17,2,22.006,-0.203,-0.436,0.107,-0.006,1
2555,303,72,4,20.183,-0.013,0.11,-0.03,-0.028,0
2556,36,18,4,13.027,0.017,-0.436,0.037,-0.056,1
2557,62,25,4,19.059,0.05,-0.272,0.026,-0.012,0
2558,232,50,8,23.749,0.011,0.2,-0.072,-0.053,0
2559,22,8,2,4.508,-0.32,0.143,0.016,-0.058,1
2560,32,20,5,10.694,0.017,-0.356,0.044,0.108,1
2561,29,20,3,24.404,-0.32,0.178,0.055,-0.053,1
2562,131,58,12,23.33,-0.042,0.225,-0.046,1.397,1
2563,104,50,3,14.059,0.134,0.054,-0.047,-0.036,0
2564,114,51,9,15.995,0.129,0.055,-0.021,-0.013,0
2565,49,31,6,25.069,0.038,-0.332,-0.006,-0.043,0
2566,23,15,2,6.537,0.325,0.228,-0.155,-0.041,0
2567,157,64,11,22.759,-0.148,0.31,-0.062,-0.043,0
2568,19,12,3,3.927,-0.036,-0.302,0.028,-0.004,0
2569,49,31,2,15.87,0.368,-0.072,-0.067,0.002,0
2570,75,37,8,14.971,-0.158,0.277,-0.08,-0.062,0
2571,96,57,8,26.0,-0.039,0.227,-0.065,-0.04,0
2572,33,15,2,1.001,0.211,0.104,-0.06,-0.006,1
2573,14,7,3,20.736,0.258,-0.436,-0.072,-0.067,1
2574,43,17,3,13.073,-0.195,-0.317,0.188,-0.025,1
2575,40,16,3,7.034,-0.118,-0.372,0.082,-0.027,1
2576,14,7,1,0.035,-0.32,0.11,-0.001,-0.067,1
2577,21,10,2,1.893,-0.32,-0.315,0.25,0.105,1
2578,12,5,1,0.009,0.242,-0.436,0.023,-0.0,1
2579,41,19,4,12.789,-0.254,0.061,-0.003,-0.067,1
2580,9,4,1,0.001,-0.32,-0.436,0.218,-0.067,1
2581,172,52,7,22.021,0.064,-0.406,0.034,-0.025,0
2582,8,6,1,0.013,-0.32,0.2,-0.018,-0.067,1
2583,13,7,2,1.037,-0.32,0.543,-0.086,-0.067,1
2584,29,18,3,17.93,0.005,-0.436,0.02,-0.06,0
2585,10,9,1,0.015,-0.32,0.073,0.007,-0.067,1
2586,25,12,3,7.006,0.219,-0.232,-0.074,-0.067,1
2587,76,21,6,12.952,-0.249,-0.369,0.16,0.009,1
2588,69,25,10,24.503,-0.183,-0.325,0.129,-0.061,0
2589,116,48,8,18.475,-0.169,0.178,-0.04,-0.048,0
2590,91,63,6,21.064,0.065,0.207,-0.108,-0.052,1
2591,54,25,3,10.825,-0.195,0.177,0.033,-0.023,1
2592,10,6,1,0.021,-0.32,-0.436,0.257,-0.047,1
2593,10,7,3,9.856,-0.32,-0.436,0.107,-0.067,1
2594,113,50,11,25.088,0.288,-0.413,0.031,0.014,0
2595,101,52,6,25.0,0.254,-0.007,-0.052,0.0,1
2596,101,48,8,19.634,0.107,0.27,-0.042,0.094,0
2597,72,28,7,17.143,-0.17,0.236,-0.012,0.016,1
2598,121,63,7,25.795,0.449,-0.373,-0.026,-0.016,0
2599,83,47,9,19.844,-0.158,0.055,-0.014,-0.048,1
2600,76,44,10,25.716,-0.001,-0.067,-0.005,-0.033,0
2601,59,31,5,20.63,-0.137,-0.004,-0.012,-0.047,0
2602,34,19,8,23.005,-0.082,-0.361,0.048,-0.044,0
2603,201,80,13,25.725,-0.105,-0.043,0.005,-0.025,0
2604,14,9,2,14.001,-0.32,0.11,0.035,-0.039,1
2605,17,11,2,4.041,0.077,-0.436,0.018,-0.044,1
2606,79,31,7,25.945,-0.115,-0.339,0.031,-0.042,1
2607,16,6,1,0.016,-0.32,-0.118,0.044,-0.067,1
2608,147,50,10,25.528,0.221,-0.436,0.12,0.031,0
2609,197,59,13,26.025,-0.101,0.094,0.338,-0.002,0
2610,127,60,7,19.944,0.083,0.306,-0.118,-0.047,0
2611,5,5,1,0.001,-0.32,0.073,0.007,-0.067,1
2612,69,36,7,24.048,-0.203,0.228,-0.053,-0.061,0
2613,35,14,3,4.697,-0.166,0.364,-0.094,-0.021,1
2614,78,31,4,14.031,0.095,-0.338,-0.015,-0.067,1
2615,9,5,1,0.038,-0.32,-0.436,0.107,-0.067,1
2616,12,8,2,1.001,-0.32,0.412,-0.06,-0.067,0
2617,146,68,11,25.845,0.317,-0.017,-0.058,0.0,0
2618,197,63,14,25.548,-0.094,0.184,-0.043,-0.057,0
2619,32,17,3,2.004,-0.025,0.121,-0.065,-0.042,1
2620,77,27,8,24.048,-0.005,0.027,-0.056,-0.067,0
2621,10,4,1,0.004,-0.32,-0.436,0.307,-0.067,1
2622,49,15,5,21.642,-0.1,-0.436,0.045,-0.067,0
2623,117,54,10,26.042,0.279,0.217,-0.133,-0.064,0
2624,183,75,18,25.015,0.041,0.176,-0.09,-0.06,0
2625,82,23,4,21.63,-0.221,0.061,0.009,-0.058,1
2626,27,13,2,0.645,0.03,-0.341,0.033,-0.052,1
2627,153,52,8,18.464,0.138,-0.053,0.005,0.049,0
2628,5,4,1,0.002,-0.32,-0.436,0.107,-0.067,1
2629,37,22,3,6.032,0.044,-0.092,-0.029,-0.035,1
2630,50,26,5,19.014,-0.239,0.48,-0.094,-0.063,1
2631,103,53,6,23.776,0.151,0.182,-0.102,-0.036,0
2632,185,79,9,25.558,0.117,0.293,-0.053,-0.035,0
2633,61,19,8,22.92,-0.165,-0.019,-0.016,-0.044,1
2634,84,43,7,23.021,0.145,-0.345,0.023,-0.022,0
2635,88,32,14,24.996,-0.014,-0.378,0.038,-0.045,0
2636,32,12,4,14.984,-0.109,0.359,-0.097,-0.067,1
2637,218,76,10,23.528,0.212,0.066,-0.054,-0.022,0
2638,41,17,4,14.991,-0.254,-0.001,0.095,-0.058,1
2639,5,4,1,0.001,-0.32,0.073,0.007,-0.067,1
2640,13,8,1,0.003,0.095,-0.044,-0.086,-0.036,0
2641,26,16,3,8.011,-0.113,0.347,-0.086,-0.052,1
2642,7,5,1,0.0,-0.32,-0.072,0.035,-0.067,1
2643,9,5,1,0.014,-0.02,-0.436,-0.005,-0.067,1
2644,21,14,3,11.691,-0.32,0.049,0.035,-0.067,1
2645,12,6,2,3.634,-0.32,0.412,-0.06,-0.067,1
2646,65,31,5,23.974,0.116,-0.123,-0.047,-0.036,0
2647,28,16,4,19.99,-0.176,0.019,0.017,0.27,1
2648,69,24,6,23.516,0.129,-0.362,0.02,0.014,0
2649,114,28,8,22.952,0.531,-0.436,0.041,0.066,0
2650,109,45,7,25.962,0.014,0.195,-0.068,-0.032,0
2651,61,21,6,25.519,-0.276,0.023,0.082,0.018,1
2652,51,25,2,17.994,-0.135,0.213,-0.07,-0.052,1
2653,43,12,5,26.034,0.307,-0.377,-0.126,-0.067,0
2654,103,34,7,25.753,-0.163,0.281,-0.068,-0.061,1
2655,45,21,4,25.523,0.309,-0.153,-0.016,-0.014,0
2656,77,30,6,20.763,0.118,-0.337,0.048,-0.026,1
2657,31,21,3,6.011,-0.19,0.385,0.058,-0.054,1
2658,5,3,1,0.001,-0.32,-0.436,0.107,-0.067,1
2659,22,5,5,17.005,-0.32,-0.436,0.289,0.024,1
2660,30,15,3,22.015,0.399,-0.436,-0.027,-0.034,1
2661,67,43,6,21.619,0.344,0.096,-0.095,0.032,0
2662,13,9,2,25.613,-0.216,-0.044,0.107,0.041,0
2663,34,18,4,14.014,-0.122,-0.286,0.063,-0.056,1
2664,12,6,3,12.952,-0.32,0.2,-0.018,-0.067,1
2665,10,6,1,0.011,-0.32,0.328,-0.044,-0.067,1
2666,94,47,4,17.943,0.082,0.187,-0.117,-0.063,0
